名無したん(;´Д｀)ﾊｧﾊｧ <small>転載ダメ&#169;bbspink.com</small>(７級) </b>(ｱｳｱｳｳｰ Sa1b-y9vn)<b><>sage<>2016/12/31(土) 12:08:21.22 ID:uLgdXDVNa<> !extend::vvvvv <br> !extend::vvvvv <br> ふたなりについて語るスレです <br> 次スレは<a href="../test/read.cgi/ascii2d/1483153701/980" rel="noopener noreferrer" target="_blank">&gt;&gt;980</a>が立ててください <br> 荒らし対策のため、スレ建ての際には1行目に「!extend::vvvvv」をつけましょう(「」は不用) <br> 末尾のVIPQ2～は次スレ建て時に削除してください <br>  <br> ・玉有り玉無しに関する議論、片方を貶める発言は禁止。煽りや荒らしに反応する方も荒らし。 <br> ・そのような発言を見掛けたら、反応せずに即対象のﾜｯﾁｮｲをNGに入れてスルーを徹底しましょう。 <br>  <br> 【新設板】ふたなり板 <br> http://nasu.bbspink.com/futanari/ <br>  <br> ふたなり作家wiki (凍結されました) <br> http://www58.atwiki.jp/futamatome <br>  <br> 避難所 <br> http://jbbs.shitaraba.net/bbs/read.cgi/computer/39455/1225966764/ <br>  <br> ※前スレ <br> ふたなりスレ in 半角二次元板 Part160  <br> http://mercury.bbspink.com/test/read.cgi/ascii2d/1477706520/ <hr>VIPQ2_EXTDAT: default:vvvvv:1000:512:----: EXT was configured <>ふたなりスレ in 半角二次元板 Part161 [無断転載禁止]&#169;bbspink.com	
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ a2af-Eko0)<b><>sage<>2016/12/31(土) 12:32:08.21 ID:7p1+7rew0<> おつんつん <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲWW afe1-c5Gn)<b><>sage<>2016/12/31(土) 12:34:58.39 ID:e+3xevLH0<> おちんちん <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾌﾘｯﾃﾙ MM5e-fNVH)<b><>sage<>2016/12/31(土) 13:55:26.81 ID:Y8R+Rjm3M<> おつんつん <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾌﾘｯﾃﾙ MM5e-fNVH)<b><>sage<>2016/12/31(土) 13:57:59.75 ID:Y8R+Rjm3M<> ほしゅちん <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｽﾌﾟﾌﾟ Sd42-cjXE)<b><>sage<>2016/12/31(土) 14:51:17.07 ID:YZTevmtjd<> 乙 <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｱｳｱｳｲｰ Sa7f-jyOC)<b><>sage<>2016/12/31(土) 16:14:00.55 ID:44S80NU2a<> まんこちんこ！ <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲW 3f32-QLfs)<b><>sage<>2016/12/31(土) 16:22:12.50 ID:tfdGpH500<> おちんちんランド <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｽﾌﾟｯｯ Sd62-c5Gn)<b><>sage<>2016/12/31(土) 18:27:50.45 ID:qGpEwUHsd<> て <br> http://i.imgur.com/jiXz4zQ.jpg <br> http://i.imgur.com/TPWugrv.jpg <br> http://i.imgur.com/WrnPuml.jpg <br> http://i.imgur.com/iOIEptc.jpg <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲWW 231c-kmyC)<b><>sage<>2016/12/31(土) 19:53:22.19 ID:b/WZUhEK0<> いちおつんつん <br>  <br> <a href="../test/read.cgi/ascii2d/1483153701/9" rel="noopener noreferrer" target="_blank">&gt;&gt;9</a> <br> 年の瀬にいいもんもらいました <br> 出来れば射精シーンを……！ <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｽｯｯﾌﾟ Sd42-sxm5)<b><>sage<>2016/12/31(土) 21:31:24.46 ID:Jv0zmIeTd<> 無道叡智のとこの新刊だから多分サンプル <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲWW 231c-kmyC)<b><>sage<>2016/12/31(土) 21:59:45.78 ID:b/WZUhEK0<> あれっこの絵柄そうなんだ <br> 見ない間に（個人的に）ずいぶん変わったな <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｽｯｯﾌﾟ Sd42-sxm5)<b><>sage<>2016/12/31(土) 22:06:05.36 ID:EY4OkzmJd<> 商業の方はそこまで変わってないよ <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ af37-o1pG)<b><><>2016/12/31(土) 22:11:19.19 ID:OxtbIAsp0<> 亞 <br> http://i.imgur.com/goXCaEM.jpg <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲWW 3732-UcE0)<b><>sage<>2016/12/31(土) 22:44:36.00 ID:4yxsK8Uh0<> <a href="../test/read.cgi/ascii2d/1483153701/14" rel="noopener noreferrer" target="_blank">&gt;&gt;14</a> <br> 素晴らしい！こういうの好き <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ 77ef-g86A)<b><>sage<>2017/01/01(日) 00:06:47.77 ID:7Awu2gdI0<> 同志、あけましておめでとうございます。 <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲW 4e3d-VMLW)<b><>sage<>2017/01/01(日) 00:22:07.10 ID:dYGGfq7X0<> あけましておめでとうございます <br> 玉アリは只野シーメールにしか見えない <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｱｳｱｳｳｰ Sa1b-m4lL)<b><>sage<>2017/01/01(日) 00:28:43.41 ID:P7M/AaJma<> おうおう新年早々燃料投下かい？ <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ a264-llBT)<b><>sage<>2017/01/01(日) 00:32:40.00 ID:h4sc+7660<> ふたなりは　冥土の旅の一里塚 <br> 玉ナシもあり　玉アリもあり <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲWW 3732-UcE0)<b><>sage<>2017/01/01(日) 00:54:05.01 ID:2KHCGd/N0<> 同士諸君あけおめ <br> 初抜しようではないか。 <br> http://i.imgur.com/u7Eubv8.jpg <br> http://i.imgur.com/ojjKkHN.jpg <br> http://i.imgur.com/PdaA8Gi.jpg <br> http://i.imgur.com/8xxOruU.jpg <br> http://i.imgur.com/5EBIQXG.jpg <br> http://i.imgur.com/3JZqQaK.jpg <br> http://i.imgur.com/xuXNSFn.jpg <br> http://i.imgur.com/dlWJtmO.jpg <br> http://i.imgur.com/Tb3Q08d.png <br> http://i.imgur.com/MOHqLUp.jpg <br> http://i.imgur.com/WFQgsAs.jpg <br> http://i.imgur.com/u7Eubv8.jpg <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ af37-o1pG)<b><><>2017/01/01(日) 01:17:10.55 ID:fj6dpmNc0<> 亞 <br> http://i.imgur.com/tjzp0Fk.jpg <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｽﾌﾟｯｯ Sd62-jyOC)<b><>sage<>2017/01/01(日) 02:06:38.52 ID:RDmr8xmAd<> 保守してんのいいけど前スレも埋めてね <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ c6b4-ThxE)<b><>sage<>2017/01/01(日) 03:59:08.52 ID:1StjVQOx0<> さて冬コミで書店委託されたふたなり本のチェックといきますか <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ f614-4Ie9)<b><><>2017/01/01(日) 09:35:19.19 ID:57xKRlAI0<> <a href="../test/read.cgi/ascii2d/1483153701/20" rel="noopener noreferrer" target="_blank">&gt;&gt;20</a> <br> グロ <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ 77ef-g86A)<b><>sage<>2017/01/01(日) 10:17:00.33 ID:7Awu2gdI0<> <a href="../test/read.cgi/ascii2d/1483153701/24" rel="noopener noreferrer" target="_blank">&gt;&gt;24</a> <br> さようなら <br> １ <br> ２ <br> さようなら <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｶﾞﾗﾌﾟｰ KK5e-DQXT)<b><>sage<>2017/01/01(日) 10:23:06.77 ID:kBtM2CIXK<> 差分により全てのニーズ差分にお答えするのだ <br>  <br> しかし何で彼等は膣露出玉有り女さえ拒むのか？ <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ c6b4-ThxE)<b><>sage<>2017/01/01(日) 10:56:49.58 ID:1StjVQOx0<> チェックついでにふたなりファンタジアの続巻が出るというのを見掛ける <br>  <br> 電子版が先行でコミックが後というのは先に電子版の売り上げ見てコミックンの出版数決めるのかね <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ afb7-o1pG)<b><><>2017/01/01(日) 12:01:16.09 ID:VCw6K7Yi0<> http://i.imgur.com/BM6fxrH.jpg <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｱｳｱｳｶｰ Sa27-U1MU)<b><>sage<>2017/01/01(日) 12:23:34.79 ID:Xvb8UEN8a<> 関東はサタンの土地だったのか <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ 2232-Eko0)<b><>sage<>2017/01/01(日) 13:37:20.34 ID:NCoACukD0<> ゴラク版バイオレンスジャックは永井作品キャラ総出演 <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲWW cfb6-1Sav)<b><>sage<>2017/01/01(日) 14:20:25.05 ID:COsFw51/0<> 地球全土を支配できそうなのに関東ピンポイント狙いで草 <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ﾜｯﾁｮｲ af32-Sa8B)<b><>sage<>2017/01/01(日) 15:06:45.04 ID:H7vFIRZn0<> メッシィ早くBOOTHに出して <>
名無したん(;´Д｀)ﾊｧﾊｧ </b>(ｽﾌﾟｯｯ Sd42-smXe)<b><>sage<>2017/01/01(日) 15:58:03.25 ID:MTRpZzdWd<> <a href="../test/read.cgi/ascii2d/1483153701/20" rel="noopener noreferrer" target="_blank">&gt;&gt;20</a> <br> いいじゃん <>
